Place,Address,Latitude,Longitude,Tips
The Wine Cellar at Commander's Palace (The Best Private Dining Rooms in New Orleans),"1403 Washington Ave, New Orleans, LA 70130",29.9287839,-90.0842185,"The private dining room at Commander’s Palace is as exclusive as it gets. Walk past  the masses through an iron gate and down a hallway to the restaurant’s famous wine cellar, which has a table set up for dining. Expect a menu designed for the occasion for 10-14 guests, plus wine pairings. Word to the wise: Bring a sweater; wine cellars are cold. "
Three Legged Dog (Six Spots That Combine Laundry and Drinking in New Orleans),"400 Burgundy St, New Orleans, LA 70112",29.9575312,-90.0693579,"This hole-in-the-wall laundromat/bar is known for cheap, cold brews and regular crawfish boils. It’s located close to Bourbon Street. It’s friendly for leashed pooches. And it’s open 24 hours. What more could you possibly need?"
Tommy's Cuisine (Where to Find the Best Réveillon Dinners in New Orleans 2017),"746 Tchoupitoulas St, New Orleans, LA 70130",29.9450309,-90.0673663,"While most Reveillon menus tend to play off Creole and Cajun flavors, it’s Italian fare that rules Tommy’s moderately priced, four-course Réveillon meal. Features include a pasta course with either pasta bolognese or butternut squash gemelli, and either pan-roasted gulf fish or pork chop Milanese for the entree. Chocophile alert: truffle mousse with creme anglaise and toasted almonds. $45 per person"
Toups Meatery (New Orleans' Essential Lunch Spots),"Carrollton, New Orleans, LA 70119",29.98057162,-90.0943888,"If meat is what you're after, head to this casual Cajun eatery in Mid City from chef Isaac Toups, where the chef's lunch (boudin, burger and a beer) will set you back about $22 but the house signatures, like barbecue goat and the double cut pork chop with dirty rice, are not to be overlooked."
Toups South (Where to Find the Best Réveillon Dinners in New Orleans 2017),"1504 Oretha Castle Haley Blvd, New Orleans, LA 70113",29.9409727,-90.0792051,"A crab cala kickstarts this Réveillon meal followed by three courses. Diners can choose between two entree options, either speckled trout or paneed veal. Savory and sweet and naughty get all rolled into one in the form of a cinnamon bread pudding with Wild Turkey ice cream. Located within the Southern Food and Beverage Museum on revitalized O.C. Haley Boulevard. $55 per person."
Tracey's (Where to Watch the 2018 Super Bowl in New Orleans),"2604 Magazine St, New Orleans, LA 70130",29.9269545,-90.0809424,"Come hungry on Super Bowl Sunday. This friendly Irish Channel bar is both a sports bar destination and a po-boy destination (try the roast beef po-boy). If the weather is nice, the bar’s French doors will be open to Magazine Street. They love football here, and they want to share that love with their customers."
Trey Yuen Cuisine Of China (Where To Satisfy a Chinese Food Craving in New Orleans),"600 N Causeway Blvd, Mandeville, LA 70448",30.373693,-90.093048,"Trey Yuen is a bright spot on the local Chinese food horizon, although you need to travel across the 24-mile causeway to the other side of the lake to find it. (Lots to do over there, so plan to make a day of it.) In the hands of the third generation of Wongs, who opened their first eatery in Hammond in 1971, this restaurant is full of Chinese art and artifacts and includes a pretty koi pond (ask about fish food for the kids). Prices are a notch up, but the upgrade in quality ingredients and presentation is well worth it. A few dishes to try: the ethereal shrimp and crab in a cloud, rich with egg and flavors of the sea; a bracing crawfish in spicy black bean sauce; and for the intrepid, alligator and fresh mushrooms. "
Trolley Stop Cafe (Where to Find the Best 24-Hour Eats in New Orleans),"1923 St Charles Ave, New Orleans, LA 70130",29.935711,-90.078844,"Located  in the Lower Garden District just steps from the St. Charles Avenue streetcar line, Trolley Stop is ideal for a gang of pals out on the town plagued by conflicting cravings. Eggs, bacon and grits? Red beans and rice? Bacon cheeseburger? Bread pudding? Check, check, check, and check at this 24/7 comfort food emporium that serves decent breakfast, lunch, and dinner any time of day.  "
Turkey And The Wolf (New Orleans' Essential Lunch Spots),"739 Jackson Ave, New Orleans, LA 70130",29.927207,-90.074389,This new sandwich spot in the LGD from former Coquette cook Mason Hereford is the best new lunch destination New Orleans has seen in quite a while. Wacky but incredible eats like a huge chicken fried steak sandwich and hilarious but tasty headcheese 'tacos inauthenticos' make this a great new stop for locals and tourists alike.
Turtle Bay (Where to Find the Best 24-Hour Eats in New Orleans),"1119 Decatur St, New Orleans, LA 70116",29.9603169,-90.0597036,"Open 24 hours Thursday through Saturday (until 3 am the rest of the week), Turtle Bay is well known for its $16.95, 20-ounce rib eye served with potato skins and garlic bread, big enough for two to share. Thin crust pizza is the cheesiest, hot wings are good, there is boiled crawfish when it’s in season, and the bartender pours a strong drink.  What’s not to like? "
Vaughan's Lounge (20 New Orleans Dive Bars to Avoid Valentine’s Day ),"4229 Dauphine St, New Orleans, LA 70117",29.9619401,-90.0336668,"Vaughan’s is a joy, guaranteed to deliver cheap drinks, good music, and the kind of conviviality that you hope for when stumbling into a dive bar. Corey Henry and the Treme Funktet play here every Thursday, offering an additional incentive to ditch typical Valentine’s Day plans this year. If you’re lucky there will be a pot of delicious red beans and rice in the back, which customers are welcome to scoop a bowl of for free. "
Verti Marte (These Are New Orleans’ Essential Corner Stores (With Great Food)),"1201 Royal St, New Orleans, LA 70116",29.9620966,-90.0611681,"No list would be complete without it. In a neighborhood geared towards high-end table service, Verti Marte offers a welcome, budget-friendly respite. The oyster and shrimp and dripping “all that jazz” poboys have been saving incalculable numbers of the late night hordes from the mother of all hangovers for years. A wide ranging menu includes the usual suspects but also breakfast and Italian-inspired pasta. "
Verti Marte (Where to Find the Best 24-Hour Eats in New Orleans),"1201 Royal St, New Orleans, LA 70116",29.9620966,-90.0611681,"This cash-only, round-the-clock deli and convenience store really does have something for everybody. The menu goes on and on, beyond po-boys to grilled chicken salad and a handful of vegetarian items. Then there’s the meat and two sides, comfort fare including Grandma’s boarding house meatloaf and shrimp Creole, all well under $10. One can get breakfast whenever, best enjoyed standing at one of the tall tables that are sometimes by the door or on the stoop across the street, where stray picnickers always congregate. "
Vincent's (Ten Spots Where the Three-Martini Lunch is Alive and Well),"7839 St Charles Ave, New Orleans, LA 70118",29.9418243,-90.1323699,"Free is good. That’s the deal at this popular Louisiana-Italian eatery Uptown on the St. Charles Avenue street car line, one free martini with a lunch entree. The 80-year old locals’ hang-out is small and dark with a slight air of mafioso. Comfortable, burgundy leather chairs and a long, dark wood bar make it a perfect spot to dine on the veal Roberto and wash it down with ice cold vodka. "
Walker's BBQ (Here are New Orleans’ Best Po-Boy Spots),"10828 Hayne Blvd, New Orleans, LA 70127",30.0516733,-89.9788708,"Don’t come looking for fried shrimp here at this New Orleans East po-boy hotspot. At Walker’s it’s all about barbecue: pork, brisket, and smoked chicken. Praised by the likes of Anthony Bourdain and Esquire, Walker’s is most known for its uber tender cochon de lait po-boy, a perennial favorite at Jazzfest, or try the other house specialty, Burnt Ends, made from brisket tips. Sandwiches run $8-12. Indoor seating available. Want carry out? Call ahead. Note: Doors close when the meat is gone, so best to come well before 6 pm. Closed Sunday and Monday."
Willa Jean (Where to Order Thanksgiving Turkey and Sides in New Orleans 2017),"611 O'Keefe Ave, New Orleans, LA 70113",29.948317,-90.075121,"Pies probably come to mind when you consider ordering Willa Jean for this Thanksgiving’s gastronomic needs (as they should), but the bakery and cafe also has a few savory options, bread, and even a salad to take for your own Thanksgiving table: pimiento mac and cheese, cornbread and andouille stuffing, baguettes, and more. The deadline to order is Thursday, November 19 at 7 p.m. Pick up the day before Thanksgiving, or on Thanksgiving from 7 a.m. until noon. Find the full menu here. "
Willie Mae's Scotch House (New Orleans' Essential Lunch Spots),"2401 Saint Ann St, New Orleans, LA 70119",29.9691505,-90.07886,"Show up. Wait in line. They'll tell you when a table is ready, and when it is, you'll eat some of the best fried chicken in existence. Don't overlook those peas either."
Zara's Lil' Giant Supermarket & Po-boys (Here are New Orleans’ Best Po-Boy Spots),"4838 Prytania St, New Orleans, LA 70115",29.924325,-90.107384,"For nearly 80 years, Zara’s has been the beloved little engine that could: an affordable and well-considered grocery that manages to successfully cater to both its upscale Prytania St. neighborhood but without the upscale, Uptown price tag. Order at the deli counter and take your po-boy to go or park yourself at one of the tables out front."
